key,counts,ststa_ucount,ensta_ucount,br,ut_sub,ut_cu,counts1,spd_avg,spd_max,visb_avg,visb_max,temp_avg,temp_max,prcp_avg,prcp_max
2017 10 18,70234,721,723,1978.9863602305916,65515,4719,33,5.131249999999996,7.2,16069.75,16093.0,14.625,21.1,0.0,0.0
2017 10 20,72173,726,728,1979.1156582809547,64852,7321,33,5.221874999999999,7.2,16069.75,16093.0,18.278125000000003,23.9,0.0,0.0
2014 4 8,21884,326,326,1975.446420104315,21090,794,47,5.389130434782607,12.4,5630.304347826087,16093.0,11.297826086956524,18.3,1.2375,8.9
2016 10 28,46242,593,594,1977.6789396842778,43934,2033,35,8.723529411764707,13.9,15457.176470588236,16093.0,10.876470588235293,16.1,1.4933333333333332,13.7
2017 10 24,48077,729,732,1979.5967342465754,46048,2029,43,10.385714285714286,13.9,13088.92857142857,16093.0,20.142857142857146,22.2,0.6805555555555556,6.4
2017 9 17,59967,616,620,1980.4841476144668,46919,13048,40,1.8333333333333333,5.1,14219.48717948718,16093.0,21.789743589743587,25.0,0.0,0.0
2017 9 30,50153,666,665,1980.6578514725916,41621,8532,35,5.267647058823529,9.3,15964.970588235294,16093.0,16.08823529411765,18.9,0.08148148148148149,0.8
2014 5 26,26930,323,321,1977.047846376656,18643,8287,33,4.909374999999999,9.3,16069.75,16093.0,21.903124999999996,29.4,0.0,0.0
2016 12 6,33332,600,603,1976.799714542803,32363,791,33,3.6593749999999985,5.7,16069.75,16093.0,6.250000000000003,8.3,0.27599999999999997,5.6
2017 2 28,41835,601,604,1977.3371010307226,40197,1369,39,2.973684210526314,5.7,13204.184210526315,16093.0,9.48947368421053,13.9,0.0,0.0
2017 11 3,71818,731,733,1979.0329338067697,64126,7692,35,4.0705882352941165,10.3,12733.176470588236,16093.0,17.508823529411767,22.2,0.0,0.0
2017 12 13,32623,722,728,1978.0388160171117,32135,488,33,11.271875000000003,14.9,16069.75,16093.0,-2.196875,5.0,0.0,0.0
2017 2 24,47031,602,601,1978.0840884209545,42613,3726,33,4.29375,10.3,16019.46875,16093.0,11.006249999999998,16.7,0.0,0.0
2017 3 29,42430,598,598,1977.5424507112552,39977,2180,38,6.3891891891891905,10.3,14966.18918918919,16093.0,9.483783783783787,15.6,1.85,23.6
2016 11 1,55967,592,594,1977.5572181925486,52684,2927,33,2.8718749999999997,5.7,16069.75,16093.0,9.584375000000003,14.4,0.0,0.0
2017 2 25,33343,593,596,1979.145981563913,28020,4502,54,5.262264150943394,9.8,3020.943396226415,16093.0,11.515094339622642,17.2,0.16538461538461538,4.1
2017 7 17,62555,612,613,1979.2857367510614,56610,5945,33,4.0375000000000005,7.7,16069.75,16093.0,25.03750000000001,27.8,0.0,0.0
2014 7 16,35391,325,325,1975.940396136447,32714,2677,45,3.6749999999999985,8.2,14742.75,16093.0,23.152272727272727,28.3,2.7457142857142856,26.2
2014 7 27,27004,322,321,1977.8348018659,21228,5776,36,5.265714285714284,7.7,16071.742857142857,16093.0,24.37999999999999,28.3,0.1733333333333333,2.3
2014 8 7,36362,324,323,1976.0590421513823,33099,3263,31,4.743333333333333,7.7,16074.4,16093.0,24.869999999999994,29.4,0.0,0.0
2016 12 9,33547,601,602,1977.2653422982885,32841,567,33,9.015625000000002,13.4,16069.75,16093.0,2.7718750000000005,5.6,0.0,0.0
2014 1 6,9510,322,323,1974.2720799234776,9409,101,51,8.012,12.4,5212.88,16093.0,8.251999999999999,11.7,0.811627906976744,6.0
2017 11 18,27745,717,720,1979.6196278158668,25360,2385,34,5.169696969696971,10.3,15729.121212121212,16093.0,5.884848484848484,11.1,0.08846153846153845,1.5
2014 1 22,2451,292,306,1975.6884028064383,2423,28,41,8.997499999999999,12.4,10734.225,16093.0,-10.672499999999998,-7.8,0.4194444444444445,8.9
2014 7 20,30296,324,323,1977.8483146067415,22784,7512,35,4.523529411764706,7.7,16071.117647058823,16093.0,22.202941176470585,25.6,0.0,0.0
2014 7 24,36693,323,322,1976.1739091639154,33623,3070,37,4.986111111111109,9.8,15804.111111111111,16093.0,25.325,27.8,0.0896551724137931,0.5
2014 7 28,33189,322,322,1976.2249826784123,30310,2879,39,6.207894736842104,11.3,15169.28947368421,16093.0,25.018421052631577,28.9,1.2781250000000002,12.0
2016 10 5,65053,598,600,1977.8151252136681,60360,4237,35,3.361764705882351,5.1,16071.117647058823,16093.0,15.335294117647054,19.4,0.0,0.0
2017 2 11,8959,399,565,1978.6599346252626,8582,312,33,3.8687499999999977,7.7,15762.625,16093.0,2.6624999999999996,6.7,0.0,0.0
2016 11 3,59641,592,592,1977.7128208792583,56082,3142,33,4.971875000000002,9.8,13948.34375,16093.0,17.290625,22.2,0.0,0.0
2016 11 19,41213,589,592,1978.8900867586403,34750,5662,35,3.170588235294116,7.2,16071.117647058823,16093.0,11.96470588235294,15.6,0.0,0.0
2017 8 7,23395,612,613,1979.9345203650123,22402,993,36,3.2828571428571416,6.2,15124.942857142858,16093.0,20.908571428571427,23.3,0.635483870967742,6.0
2017 8 10,66249,616,617,1979.2337968340357,59733,6516,33,3.3218750000000004,6.2,15460.90625,16093.0,23.437499999999996,27.8,0.0,0.0
2017 8 20,55442,610,610,1980.8184040026747,41412,14030,33,5.199999999999998,7.2,16069.75,16093.0,25.834374999999994,28.9,0.0,0.0
2014 1 13,20633,327,327,1974.2771763532053,20045,588,33,5.3375,11.3,15969.1875,16093.0,4.450000000000002,9.4,0.0,0.0
2014 8 14,35154,323,322,1976.0063704261595,31867,3287,33,5.690624999999997,7.2,16069.75,16093.0,22.631249999999994,26.1,2.814814814814815,74.2
2016 11 9,38060,595,594,1978.000353616408,36923,938,36,2.85142857142857,5.1,15233.0,16093.0,12.817142857142853,15.6,0.02258064516129032,0.3
2017 3 1,40592,603,605,1977.5928964533225,39374,1027,52,4.431372549019605,9.3,4831.823529411765,16093.0,10.245098039215689,13.3,0.01935483870967742,0.3
2017 5 21,54874,599,602,1980.1271944510881,40108,14766,33,3.7375000000000007,6.7,16069.75,16093.0,14.193750000000001,17.8,0.0,0.0
2017 7 12,61786,614,615,1978.9492655719532,57317,4469,33,5.253125000000002,10.8,16069.75,16093.0,27.596875000000008,32.2,0.45185185185185184,4.1
2014 4 9,26931,326,326,1975.1600667753708,25758,1173,33,6.6312500000000005,11.3,16069.75,16093.0,12.112500000000002,16.7,0.256,6.4
2017 1 28,21302,591,595,1978.428209333532,20205,984,33,8.69375,10.8,16069.75,16093.0,2.7874999999999996,4.4,0.0,0.0
2017 4 2,39780,595,597,1979.5142379088268,30696,9084,33,5.568749999999999,9.8,16069.75,16093.0,10.134374999999999,18.3,0.012,0.3
2017 4 30,42928,595,593,1979.8898380231733,32894,10034,34,6.424242424242422,10.8,16070.454545454546,16093.0,17.16060606060607,26.7,0.16399999999999998,4.1
2017 8 18,36620,614,617,1979.647987698495,33578,3042,54,5.826415094339619,8.8,12919.67924528302,16093.0,24.59811320754716,26.1,0.6885714285714286,6.0
2017 11 15,54230,723,726,1978.458230132673,52446,1784,34,3.857575757575755,5.1,16070.454545454546,16093.0,6.31818181818182,9.4,0.0,0.0
2014 6 5,24619,325,323,1975.8600530269553,22631,1988,42,4.49512195121951,8.2,12624.073170731708,16093.0,19.38048780487805,24.4,1.0138888888888888,7.0
2017 1 11,32419,602,601,1976.4520500237454,31733,566,37,5.924999999999996,10.3,15207.361111111111,16093.0,7.48888888888889,10.0,0.5758620689655172,5.0
2017 8 11,63140,616,617,1979.5123002880505,54905,8235,33,4.125000000000001,7.7,16069.75,16093.0,23.284375000000004,26.7,0.0,0.0
2017 12 24,13216,715,720,1975.535894843276,11841,1375,38,5.705405405405402,9.3,15139.027027027027,16093.0,5.210810810810815,11.1,1.1484848484848484,15.7
2014 4 1,23908,328,328,1974.9408923239066,22772,1136,33,5.240624999999996,9.8,16069.75,16093.0,7.51875,12.8,0.27307692307692305,5.3
2014 4 26,19899,325,325,1977.254791020259,16437,3462,48,4.874468085106379,7.7,13938.170212765957,16093.0,10.51276595744681,18.9,1.4297297297297298,18.0
2014 6 7,31204,324,322,1977.0238653491876,23883,7321,33,3.843749999999999,6.2,16069.75,16093.0,21.971875,26.1,0.0,0.0
2017 5 1,56218,600,603,1978.353983538437,49443,6775,43,4.349999999999999,10.8,9253.404761904761,16093.0,13.330952380952382,18.9,0.0,0.0
2017 7 3,48193,609,611,1979.5091817969903,36642,11551,33,3.85625,7.2,16019.46875,16093.0,26.278125000000006,31.1,0.0,0.0
2017 7 4,49924,607,610,1980.3518249376148,33937,15987,33,2.8656249999999996,5.7,16069.75,16093.0,25.071874999999995,29.4,0.0,0.0
2017 12 4,49630,730,726,1978.289971467822,47554,2076,33,2.6249999999999996,4.6,14576.21875,16093.0,6.4,10.0,0.0,0.0
2014 5 6,32233,325,323,1975.4716804389282,29893,2340,34,5.330303030303027,8.8,16073.272727272728,16093.0,15.700000000000001,20.0,0.0,0.0
2014 5 18,27436,321,318,1977.613959642739,21162,6274,34,4.036363636363635,6.7,16070.454545454546,16093.0,16.18181818181818,19.4,0.0,0.0
2017 7 7,44068,613,616,1979.6146591947072,40085,3983,47,4.377777777777775,8.2,11502.422222222222,16093.0,22.848888888888887,27.8,3.2294117647058824,38.0
2017 8 26,50109,608,609,1980.4499608303956,39804,10305,33,3.1812499999999995,6.2,16069.75,16093.0,21.537499999999998,26.1,0.0,0.0
2017 12 30,5956,676,664,1977.1201258961357,5785,171,44,4.490697674418602,7.7,10923.767441860466,16093.0,-6.504651162790696,-5.0,0.05714285714285714,0.5
2014 1 5,2678,306,307,1975.4982973893302,2643,35,45,2.429545454545453,6.7,11850.5,16093.0,-0.225,4.0,0.13333333333333333,2.0
2017 2 7,23053,599,597,1977.5470826366277,22850,161,37,3.316666666666665,6.2,11205.0,16093.0,4.427777777777779,7.0,0.21333333333333335,3.0
2017 2 27,35984,601,604,1977.409551374819,34687,1115,33,6.01875,10.3,16069.75,16093.0,4.825000000000001,10.6,0.0,0.0
2017 4 1,23849,593,596,1978.8270314488275,21899,1950,38,8.829729729729735,11.8,11724.918918918918,16093.0,5.278378378378376,7.8,3.5484848484848484,52.6
2017 6 1,67403,610,611,1978.2754362241158,60928,6475,45,3.338636363636363,8.8,11378.318181818182,16093.0,19.323255813953494,27.8,0.032,0.8
2017 9 18,64130,624,627,1979.2928869585792,58642,5488,42,3.5682926829268276,6.2,15835.146341463415,16093.0,21.670731707317064,24.4,0.0,0.0
2017 9 20,71150,629,632,1978.9871146778669,66423,4727,39,8.213157894736842,10.3,16073.421052631578,16093.0,23.65789473684211,27.2,0.7037037037037037,6.6
2014 1 18,9438,326,326,1975.8224330357143,8960,478,43,4.102380952380953,9.8,13513.880952380952,16093.0,3.5952380952380953,5.6,0.45142857142857146,6.0
2017 9 4,55285,600,604,1980.648187318609,38290,16995,33,5.837499999999998,8.8,16069.75,16093.0,21.099999999999998,25.6,0.7423076923076922,11.7
2014 6 21,30288,327,323,1977.1810624756463,23098,7190,33,4.112499999999998,5.7,16069.75,16093.0,21.303125,25.0,0.0,0.0
2016 11 11,45832,591,594,1977.9803284134593,42040,3301,25,8.670833333333338,13.9,16093.0,16093.0,12.5875,18.3,0.0,0.0
2017 3 9,45252,603,602,1977.3417017613253,42959,1907,33,8.778125000000005,11.8,16069.75,16093.0,12.9125,17.8,0.052000000000000005,1.3
2017 5 18,63753,604,605,1978.2740101312934,57573,6180,33,4.540625,8.8,16069.75,16093.0,23.606249999999996,28.9,0.0,0.0
2014 5 13,32847,324,322,1975.6648335461064,30550,2297,33,4.4624999999999995,9.8,15969.1875,16093.0,17.496875,20.6,0.0,0.0
2014 5 23,24484,324,322,1975.4474143720618,22336,2148,48,2.197872340425531,5.1,12284.0,16093.0,16.238297872340425,20.6,0.41428571428571426,8.1
2016 11 12,34667,588,588,1978.8607261403688,28943,5116,33,6.228124999999997,11.8,16069.75,16093.0,6.840625,10.6,0.0,0.0
2017 7 30,59342,611,611,1980.7597463284378,42456,16886,33,4.843749999999997,7.7,16069.75,16093.0,22.200000000000003,27.8,0.012,0.3
2017 11 17,48991,720,723,1978.5861007683534,46522,2469,33,9.165625000000004,12.9,16069.75,16093.0,6.987500000000002,9.4,0.23333333333333334,3.3
2014 3 13,10979,329,330,1974.7244613670134,10768,211,39,11.878947368421047,15.4,13953.368421052632,16093.0,-0.2657894736842102,10.0,0.535483870967742,3.8
2014 3 15,18053,330,330,1976.8093786483332,15418,2635,33,6.925000000000002,11.8,16069.75,16093.0,8.799999999999999,16.1,0.03333333333333333,0.3
2014 8 6,36336,323,322,1976.135736242541,33188,3148,31,4.056666666666666,7.2,16074.4,16093.0,25.106666666666666,29.4,0.0,0.0
2016 12 18,16295,587,589,1978.250206493424,15831,397,45,6.361363636363635,12.9,9841.0,16093.0,8.55,15.0,0.6787878787878788,18.8
2014 2 14,3609,304,304,1975.3267132867134,3575,34,42,8.93414634146342,13.4,10732.780487804877,16093.0,2.031707317073171,4.4,2.051428571428571,32.3
2017 1 27,32394,599,600,1977.0585251410816,31715,570,31,9.47666666666667,11.8,16074.4,16093.0,5.749999999999999,7.2,0.06153846153846154,0.8
2017 7 1,36737,610,612,1979.2788262168335,27393,9344,48,6.68723404255319,10.8,13218.106382978724,16093.0,21.91304347826087,25.0,0.9611111111111109,13.0
2014 1 16,19953,329,329,1974.2866820631255,19485,468,53,2.5519230769230754,5.7,9712.48076923077,16093.0,4.588461538461539,6.0,0.0,0.0
2014 7 23,34173,323,323,1975.9215009499683,31583,2590,33,6.137500000000001,11.3,16069.75,16093.0,24.946875,28.3,0.0,0.0
2017 3 8,43469,603,606,1977.4713926133888,41408,1764,35,7.570588235294117,10.8,15444.323529411764,16093.0,11.00294117647059,16.1,0.18823529411764706,2.8
2017 3 19,10550,410,554,1979.3300306435137,9720,677,35,6.944117647058821,9.3,15865.235294117647,16093.0,4.120588235294117,8.9,0.18666666666666665,2.0
2016 10 16,48870,596,595,1979.4278526970954,37870,9789,33,4.731249999999998,6.7,16069.75,16093.0,15.690624999999999,20.6,0.0,0.0
2017 6 24,52153,612,614,1980.2381788475138,39525,12628,47,5.034090909090906,10.8,11562.454545454546,16093.0,24.67045454545455,30.6,3.6292682926829265,38.0
2014 1 27,13119,325,323,1974.707022536728,13001,118,33,5.915625000000001,10.8,16069.75,16093.0,1.975,6.7,0.0,0.0
2014 4 25,27919,326,326,1975.2921605081726,25818,2101,33,5.271874999999997,9.8,16069.75,16093.0,11.2625,14.4,0.0,0.0
2014 6 12,29084,325,324,1975.782011242973,27217,1867,44,4.820930232558135,7.7,13160.767441860466,16093.0,19.188372093023247,24.4,0.0,0.0
2014 8 5,34392,323,321,1976.1542026206455,31293,3099,33,3.7343750000000004,6.7,16069.75,16093.0,25.184374999999996,29.4,0.0,0.0
2017 1 23,15822,596,590,1976.7193673337638,15603,202,35,10.276470588235297,14.9,15313.823529411764,16093.0,6.5970588235294105,10.6,0.3142857142857142,4.1
2017 4 26,37727,597,596,1978.1524412346987,35816,1911,43,5.061904761904758,9.8,11932.166666666666,16093.0,14.088095238095244,17.0,2.508108108108108,24.9
2014 7 11,35000,324,324,1976.1709789874308,31267,3733,34,3.0454545454545445,6.7,16070.454545454546,16093.0,24.454545454545446,28.9,0.032,0.8
2014 8 29,31264,325,322,1976.6262361838278,27506,3758,33,4.8437499999999964,9.3,16069.75,16093.0,21.556250000000002,25.6,0.0,0.0
2017 9 29,67177,667,670,1979.1620123537061,61066,6111,33,4.4999999999999964,9.3,16069.75,16093.0,16.756250000000005,20.6,0.0,0.0
2014 1 17,20301,329,329,1974.376709872432,19519,782,35,3.373529411764706,7.2,16071.117647058823,16093.0,2.7588235294117647,6.7,0.0,0.0
2014 4 30,2867,310,311,1975.678850248403,2818,49,42,8.658536585365852,11.8,8776.80487804878,16093.0,7.270731707317072,10.0,3.507692307692307,22.0
2014 7 14,25825,325,325,1975.5528434613102,23598,2227,38,3.9567567567567545,10.3,15532.378378378378,16093.0,24.235135135135135,28.3,0.39032258064516134,5.0
2017 6 29,64272,614,618,1978.9040964099447,58801,5471,33,6.984375000000002,12.9,16069.75,16093.0,21.671874999999993,24.4,0.0,0.0
2017 7 20,59663,614,617,1979.2345910007448,54560,5103,33,4.143750000000001,8.2,15542.5,16093.0,28.837500000000002,34.4,0.0,0.0
2017 3 31,6946,573,572,1977.5602930402931,6854,78,38,6.608108108108112,11.8,9170.513513513513,16093.0,4.951351351351352,6.1,2.4972972972972967,13.0
2014 3 9,12262,329,328,1976.9368953982462,11061,1201,33,6.459374999999998,8.8,15956.96875,16093.0,6.5437499999999975,11.7,0.0,0.0
2014 7 18,36105,326,326,1976.2691830531605,32242,3863,33,3.5656249999999985,4.6,16069.75,16093.0,23.681250000000002,28.3,0.0,0.0
2016 10 17,62657,598,601,1977.926188460996,56551,5395,33,3.849999999999998,5.1,16069.75,16093.0,19.331249999999997,23.9,0.0,0.0
2016 10 31,50082,591,590,1977.8420765860994,45800,3763,33,6.1218749999999975,10.3,16007.25,16093.0,11.521875000000003,16.1,0.39999999999999997,4.0
2017 5 7,34293,595,596,1980.02105189537,28117,6176,33,7.449999999999996,10.3,16069.75,16093.0,12.403124999999998,14.4,0.20344827586206896,1.3
2014 3 6,12773,330,329,1974.7244006985236,12598,175,33,5.065624999999999,7.7,16069.75,16093.0,-3.621875,0.0,0.0,0.0
2014 8 28,33927,323,321,1976.4565483082465,31096,2831,33,4.971875,8.2,16069.75,16093.0,24.931250000000002,28.3,0.0,0.0
2017 1 10,23232,601,596,1976.6671469111548,23042,157,33,3.803124999999997,8.8,16069.75,16093.0,-2.6374999999999993,2.8,0.0,0.0
2017 5 26,53768,609,609,1978.4257238377595,47009,6759,46,5.306666666666663,8.8,12361.777777777777,16093.0,17.197777777777773,24.4,2.473684210526316,29.0
2017 6 19,38310,610,613,1978.0260543792926,34941,3369,41,8.057500000000005,13.9,12115.925,14484.0,22.934999999999995,25.6,1.1517241379310343,11.2
2017 10 11,63589,699,704,1979.0957184374156,59406,4183,33,3.1750000000000007,6.7,16069.75,16093.0,19.856250000000006,23.3,0.0,0.0
2017 11 27,46733,722,727,1978.316843213222,44912,1821,33,6.181249999999998,8.8,16069.75,16093.0,6.709375,11.1,0.0,0.0
2014 4 17,22282,325,325,1975.422125668449,20944,1338,33,5.471874999999998,8.2,16069.75,16093.0,5.249999999999998,8.3,0.08,2.0
2017 3 26,19893,593,597,1978.6898501399792,18107,1496,40,5.356410256410252,7.7,14739.051282051281,16093.0,5.471794871794872,7.8,0.2838709677419355,3.0
2017 4 4,29991,595,599,1977.8063896887427,29370,621,52,5.121568627450976,10.8,7916.137254901961,16093.0,10.217647058823532,12.0,2.3166666666666664,23.0
2016 10 22,25303,586,588,1979.628034794651,23106,1886,46,7.144444444444446,12.9,11903.511111111111,16093.0,13.464444444444451,18.9,1.4305555555555554,23.4
2017 6 25,54655,600,603,1980.4715997181113,40723,13932,34,4.175757575757575,8.8,16070.454545454546,16093.0,24.5939393939394,27.8,1.8923076923076922,43.9
2017 8 1,66677,611,613,1979.1840951682555,60759,5918,33,3.5843749999999996,6.2,16069.75,16093.0,25.815625,31.1,0.0,0.0
2017 6 8,62653,609,615,1978.3100137652245,56877,5776,33,2.953125,5.7,16069.75,16093.0,16.109375,19.4,0.0,0.0
2014 4 10,27463,325,325,1975.1594658890338,26062,1401,33,7.384375000000002,12.4,16069.75,16093.0,8.834374999999998,11.7,0.0,0.0
2017 1 24,13171,595,591,1977.5469434832758,13084,66,47,10.504347826086962,13.9,7130.086956521739,16093.0,3.5565217391304373,4.4,3.4000000000000004,21.3
2017 6 30,58662,613,615,1979.118042479476,52423,6239,31,6.616666666666669,10.8,16074.4,16093.0,22.606666666666666,26.1,0.0,0.0
2014 8 4,33822,323,321,1976.1569905997617,30215,3607,40,3.8743589743589735,7.7,16073.923076923076,16093.0,23.397435897435905,26.7,0.11923076923076922,2.3
2017 3 20,27378,558,596,1977.5336394338406,26451,818,33,5.553124999999999,7.7,16069.75,16093.0,6.074999999999998,12.2,0.0,0.0
2017 5 3,59252,604,607,1978.1767962962963,53668,5584,33,7.990625000000002,10.8,16069.75,16093.0,17.865624999999998,21.1,0.02,0.5
2017 8 2,56184,613,616,1979.816955356806,49705,6479,35,4.161764705882353,11.8,15692.5,16093.0,24.835294117647063,29.4,0.010714285714285714,0.3
2017 9 1,54881,608,609,1979.3908538907035,49569,5312,33,5.371874999999998,7.2,16019.46875,16093.0,18.940625000000004,23.3,0.0,0.0
2017 11 8,54211,731,733,1978.7045199489185,52094,2117,39,5.955263157894733,8.8,15164.78947368421,16093.0,6.326315789473686,9.0,1.6848484848484848,19.8
2014 6 2,34519,325,322,1975.4652657284237,31124,3395,33,5.0093749999999995,8.8,16069.75,16093.0,18.80625,23.3,0.0,0.0
2017 2 17,28735,600,601,1976.9678343720898,28024,572,33,8.321874999999997,13.4,16069.75,16093.0,0.8062499999999999,6.1,0.0,0.0
2017 7 25,65336,609,611,1979.1511416581304,60024,5312,35,3.091176470588234,5.7,16071.117647058823,16093.0,19.217647058823538,22.2,1.1607142857142858,19.8
2017 9 15,72297,623,626,1979.1671197922203,65025,7272,33,3.190624999999999,4.6,16069.75,16093.0,22.893749999999994,26.7,0.0,0.0
2014 5 4,21277,323,322,1977.619464469619,17479,3798,35,7.126470588235297,12.4,16071.117647058823,16093.0,14.282352941176477,18.3,0.0,0.0
2017 5 22,24627,603,599,1978.8957316046472,23758,869,44,4.269767441860463,6.7,8932.581395348838,16093.0,14.146511627906984,16.0,1.11025641025641,10.0
2017 6 2,66907,609,612,1978.4538846282094,59227,7680,34,5.406060606060606,10.3,16070.454545454546,16093.0,20.08181818181818,25.0,0.0,0.0
2014 4 3,26321,326,326,1975.0357343161606,24962,1359,33,2.3562499999999997,5.7,15956.96875,16093.0,9.284375,16.1,0.06153846153846154,0.8
2014 8 23,26429,323,322,1977.6963781400189,20184,6245,37,3.363888888888887,5.7,16072.333333333334,16093.0,21.05,23.3,0.15357142857142855,3.3
2017 12 28,13420,716,717,1977.3953344662443,13048,372,33,8.553125000000005,10.8,16069.75,16093.0,-8.415625000000002,-6.1,0.0,0.0
2014 5 20,35567,322,321,1975.4415536488607,32518,3049,35,4.720588235294115,6.7,16071.117647058823,16093.0,19.01764705882353,26.1,0.0,0.0
2014 7 30,37377,323,321,1975.8925365252596,34088,3289,33,3.468750000000001,7.7,16069.75,16093.0,22.340624999999996,26.1,0.0,0.0
2017 1 2,8921,586,585,1977.756264236902,8351,493,38,3.7918918918918907,5.7,14079.351351351352,16093.0,4.2648648648648635,6.1,0.39696969696969703,3.0
2017 4 20,44264,597,600,1978.0325053812853,41230,3034,41,2.432499999999999,5.1,14688.15,16093.0,12.295,17.2,0.3411764705882353,3.0
2017 10 12,61248,708,711,1979.3461545192056,57284,3964,37,7.080555555555555,9.8,15871.833333333334,16093.0,16.075000000000003,18.9,0.23529411764705882,2.0
2017 12 27,16365,727,725,1976.9817213955876,15696,669,33,5.259374999999998,8.2,16069.75,16093.0,-5.0375,-3.3,0.0,0.0
2014 5 12,31644,325,324,1975.5699288624905,28963,2681,33,3.8187500000000005,9.3,16069.75,16093.0,19.062499999999993,24.4,0.02,0.5
2017 6 9,66506,611,613,1978.5085040033712,58583,7923,33,3.4125000000000005,7.7,16069.75,16093.0,19.218749999999996,27.8,0.0,0.0
2017 9 6,42295,604,605,1979.0551809312092,40486,1809,48,3.8425531914893587,8.8,14863.191489361701,16093.0,20.993617021276588,24.4,0.14864864864864866,1.0
2014 3 30,7907,327,326,1976.428724976488,7443,464,49,6.172916666666668,11.3,5484.916666666667,16093.0,9.293749999999994,12.0,5.385365853658538,66.0
2014 7 25,36384,323,323,1976.2543518518519,32403,3981,33,4.515624999999997,6.7,16069.75,16093.0,24.099999999999994,27.8,0.0,0.0
2017 7 14,31851,612,613,1979.7889700243406,29847,2004,38,4.135135135135132,6.7,14280.405405405405,16093.0,20.851351351351354,25.6,0.4714285714285714,3.0
2017 11 26,27181,713,720,1978.8874623291913,23898,3283,30,6.910344827586205,10.8,16076.965517241379,16093.0,8.962068965517243,12.2,0.0,0.0
2017 1 30,29616,596,598,1977.0452188342667,29043,487,33,5.4,9.3,16069.75,16093.0,1.9624999999999997,3.9,0.0,0.0
2017 5 31,59495,610,611,1978.297607269796,54292,5203,47,3.3282608695652147,5.1,8161.239130434783,16093.0,16.84130434782609,22.2,0.045714285714285714,0.8
2017 9 11,71917,604,607,1979.1341128871588,64412,7505,32,3.04516129032258,4.6,16072.0,16093.0,19.622580645161293,26.1,0.0,0.0
2014 2 20,11792,323,324,1974.9004396172743,11601,191,33,4.096874999999997,7.7,15580.5625,16093.0,4.031250000000002,6.1,0.6592592592592593,7.9
2014 8 10,26749,322,319,1977.888388045076,20410,6339,33,3.1656249999999995,5.7,16069.75,16093.0,25.49062499999999,30.0,0.0,0.0
2017 10 22,62150,723,724,1980.6220670734203,47116,15034,33,2.34375,5.1,16069.75,16093.0,16.25,21.7,0.0,0.0
2014 5 3,25501,322,323,1977.1686023426644,20147,5354,33,4.906249999999999,8.2,16069.75,16093.0,14.984375000000004,18.3,0.012,0.3
2017 11 1,60773,732,734,1978.813571105781,57824,2949,33,3.0187499999999994,6.7,16069.75,16093.0,9.55,14.4,0.0,0.0
2014 6 1,31333,325,322,1977.4625015598353,24042,7291,33,3.0687499999999996,5.7,16069.75,16093.0,17.840625000000006,23.3,0.0,0.0
2014 6 18,35531,326,325,1975.676220126362,32763,2768,33,5.890624999999999,9.3,15906.6875,16093.0,27.837500000000013,32.2,0.0,0.0
2014 8 22,30406,323,322,1976.7303631680152,27565,2841,45,3.719512195121949,6.2,15398.073170731708,16093.0,21.97317073170732,25.0,0.884375,6.0
2016 10 26,52484,593,596,1977.6469969027712,49473,2626,33,5.540624999999997,9.3,16069.75,16093.0,7.8843749999999995,11.1,0.0,0.0
2017 6 7,64453,609,613,1978.217318370154,59294,5159,34,4.478787878787876,6.2,16070.454545454546,16093.0,14.654545454545453,18.9,0.05714285714285715,1.3
2017 11 11,28142,714,717,1979.7792696025779,25827,2315,33,5.521874999999998,9.8,16069.75,16093.0,-1.3499999999999994,3.3,0.0,0.0
2014 6 6,37719,324,323,1975.6709114879848,33375,4344,34,6.330303030303028,9.3,16070.454545454546,16093.0,20.93333333333333,25.0,0.7730769230769231,12.7
2014 6 20,34405,327,325,1975.8530309921382,30781,3624,33,4.656249999999999,7.7,16069.75,16093.0,23.231250000000006,27.8,0.10740740740740742,1.3
2014 7 3,27587,326,324,1976.0940905114132,25148,2439,43,4.48095238095238,12.4,15366.452380952382,16093.0,24.783333333333335,28.9,2.216666666666667,13.2
2014 8 24,27493,320,320,1977.8972308892355,20516,6977,35,2.7647058823529407,7.2,16071.117647058823,16093.0,21.252941176470586,26.1,0.0,0.0
2014 8 27,33721,324,322,1976.4147572066715,31124,2597,33,4.171875,6.7,16069.75,16093.0,24.271874999999994,28.9,0.0,0.0
2016 10 29,42514,590,590,1979.0794800584076,34667,7175,33,4.249999999999998,9.3,16069.75,16093.0,9.928124999999998,16.7,0.0,0.0
2017 5 29,26322,605,604,1979.9288967040895,21867,4455,39,4.039473684210523,5.7,15385.605263157895,16093.0,14.947368421052632,16.7,0.5709677419354839,7.0
2017 8 8,65233,614,616,1979.2854591879309,59430,5803,39,3.8526315789473684,7.7,14970.28947368421,16093.0,21.628947368421056,27.2,0.9366666666666668,9.9
2017 10 30,49247,730,733,1979.2167032683117,46577,2670,41,9.162500000000001,14.9,12739.825,16093.0,13.6775,18.9,5.511111111111113,72.1
2014 3 27,16666,330,330,1974.784223166451,16239,427,33,6.881249999999998,11.3,16069.75,16093.0,-1.115625,3.3,0.0,0.0
